CURRENT_ENERGY_RATING,below_c,LODGEMENT_DATE,PROPERTY_TYPE,BUILT_FORM,AGE_BAND_CLEAN,TOTAL_FLOOR_AREA,NUMBER_HABITABLE_ROOMS,MAIN_FUEL_CAT,GLAZED_AREA,WALL_CATEGORY,ROOF_CATEGORY,WINDOW_CATEGORY,HEATING_CATEGORY,LOW_ENERGY_LIGHTING,MECHANICAL_VENTILATION,REPORT_TYPE,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,FLOOR_HEIGHT
D,1,2023-10-11,Bungalow,End-Terrace,1983-1990,48.0,2.0,Gas - community,Normal,Insulated,300+ mm,Full double glazing,Community heating,20.0,natural,100,0.0,N,2.45
C,0,2023-10-11,House,End-Terrace,1950-1966,112.0,7.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.45
C,0,2023-10-11,House,Semi-Detached,1950-1966,66.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,44.0,natural,100,0.0,N,2.63
C,0,2023-10-11,Flat,Detached,1976-1982,60.0,3.0,Gas - community,Normal,Insulated,No exposed roof / premises above,Full double glazing,Community heating,75.0,natural,100,0.0,N,2.41
C,0,2023-10-11,Flat,Mid-Terrace,1976-1982,42.0,2.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.42
D,1,2023-10-11,Bungalow,End-Terrace,1983-1990,48.0,2.0,Gas - community,Normal,Insulated,200-299 mm,Full double glazing,Community heating,80.0,natural,100,0.0,N,2.45
D,1,2023-10-11,House,Mid-Terrace,1900-1929,65.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Secondary glazing,Gas boiler,86.0,natural,100,0.0,N,2.6
B,0,2023-10-11,House,Semi-Detached,2012 onwards,74.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.4
C,0,2023-10-11,Flat,Detached,1976-1982,86.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.62
C,0,2023-10-11,Bungalow,Semi-Detached,2003-2006,56.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,83.0,natural,100,0.0,N,2.3
D,1,2023-10-11,House,Mid-Terrace,1900-1929,61.0,5.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.5
C,0,2023-10-11,Flat,End-Terrace,1950-1966,44.0,2.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.46
C,0,2023-10-11,Flat,End-Terrace,1976-1982,43.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.42
C,0,2023-10-12,House,Mid-Terrace,1950-1966,87.0,6.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.41
C,0,2023-10-12,Flat,Semi-Detached,1950-1966,57.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.43
D,1,2023-10-12,House,Mid-Terrace,1930-1949,74.0,3.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.27
C,0,2023-10-12,House,End-Terrace,1930-1949,70.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,63.0,natural,100,0.0,N,2.47
B,0,2023-10-12,Flat,Mid-Terrace,2003-2006,74.0,3.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric storage heaters,100.0,natural,100,0.0,N,2.7
C,0,2023-10-12,Flat,End-Terrace,2003-2006,67.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.37
D,1,2023-10-12,House,Semi-Detached,1930-1949,71.0,5.0,Electricity,Much More Than Typical,No insulation,300+ mm,Full double glazing,Heat pump,100.0,natural,100,0.0,N,2.44
C,0,2023-10-12,House,End-Terrace,1967-1975,73.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,70.0,natural,100,0.0,N,2.36
B,0,2023-10-12,House,Mid-Terrace,1900-1929,58.0,3.0,Electricity,More Than Typical,No insulation,300+ mm,Full double glazing,Heat pump,100.0,natural,100,,N,2.7
C,0,2023-10-12,House,Semi-Detached,1900-1929,80.0,6.0,Electricity,Much More Than Typical,Insulated,300+ mm,Full double glazing,Heat pump,100.0,natural,100,0.0,N,2.47
C,0,2023-10-12,Flat,Detached,1967-1975,58.0,3.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,71.0,natural,100,0.0,N,2.59
D,1,2023-10-13,House,Semi-Detached,1930-1949,101.0,5.0,Mains gas,Normal,No insulation,200-299 mm,Partial/mostly double glazing,Gas boiler,73.0,natural,100,0.0,N,2.57
C,0,2023-10-13,Flat,Semi-Detached,1930-1949,48.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.54
D,1,2023-10-13,House,Semi-Detached,1900-1929,79.0,4.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,30.0,natural,100,0.0,N,2.46
C,0,2023-10-13,House,Mid-Terrace,1900-1929,75.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,83.0,natural,100,0.0,N,2.3
C,0,2023-10-13,House,Mid-Terrace,1900-1929,69.0,4.0,Mains gas,Normal,No insulation,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.42
B,0,2023-10-13,Bungalow,Detached,2012 onwards,110.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.6
C,0,2023-10-13,House,End-Terrace,1950-1966,88.0,4.0,Mains gas,More Than Typical,Insulated,200-299 mm,Full double glazing,Gas boiler,8.0,natural,100,0.0,N,2.51
C,0,2023-10-13,Flat,Detached,1967-1975,56.0,3.0,Gas - community,Normal,Insulated,200-299 mm,Full double glazing,Community heating,100.0,natural,100,0.0,N,2.37
C,0,2023-10-13,House,Mid-Terrace,1950-1966,95.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.47
C,0,2023-10-13,House,End-Terrace,1950-1966,83.0,4.0,Mains gas,More Than Typical,Insulated,300+ mm,Full double glazing,Gas boiler,82.0,natural,100,0.0,N,2.18
D,1,2023-10-13,Flat,Semi-Detached,2012 onwards,71.0,3.0,Electricity,Normal,Insulated,Insulated - unspecified,Full double glazing,Electric room/resistance heating,100.0,natural,100,0.0,N,2.5
C,0,2023-10-13,House,Mid-Terrace,before 1900,64.0,4.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.49
C,0,2023-10-13,House,Mid-Terrace,1967-1975,75.0,4.0,Mains gas,Normal,Partial/limited insulation,Limited insulation,Full double glazing,Gas boiler,70.0,natural,100,0.0,N,2.35
C,0,2023-10-13,Flat,Mid-Terrace,1900-1929,28.0,1.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric room/resistance heating,100.0,natural,100,0.0,N,2.2
D,1,2023-10-13,House,End-Terrace,1950-1966,85.0,5.0,Mains gas,Normal,Insulated,No insulation,Full double glazing,Gas boiler,91.0,natural,100,0.0,N,2.47
D,1,2023-10-13,House,Semi-Detached,before 1900,276.0,10.0,Mains gas,Normal,No insulation,100-199 mm,Single glazing,Gas boiler,100.0,natural,100,0.0,N,2.93
C,0,2023-10-13,Flat,Semi-Detached,1930-1949,58.0,3.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,71.0,natural,100,0.0,N,2.46
D,1,2023-10-13,House,Mid-Terrace,1950-1966,104.0,5.0,Mains gas,Normal,Insulated,No insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.42
D,1,2023-10-15,House,Semi-Detached,1930-1949,80.0,5.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.34
C,0,2023-10-15,House,End-Terrace,2007-2011,73.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.41
C,0,2023-10-16,House,Mid-Terrace,1950-1966,78.0,4.0,Mains gas,More Than Typical,Insulated,200-299 mm,Full double glazing,Gas boiler,50.0,natural,100,0.0,N,2.44
C,0,2023-10-16,House,Mid-Terrace,1950-1966,91.0,5.0,Mains gas,More Than Typical,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.41
C,0,2023-10-16,House,Mid-Terrace,1950-1966,77.0,4.0,Mains gas,More Than Typical,Insulated,<100 mm,Full double glazing,Gas boiler,50.0,natural,100,0.0,N,2.41
C,0,2023-10-16,Flat,Semi-Detached,1930-1949,49.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,50.0,natural,100,0.0,N,2.52
C,0,2023-10-16,House,Mid-Terrace,1950-1966,103.0,6.0,Mains gas,More Than Typical,Insulated,200-299 mm,Full double glazing,Gas boiler,50.0,natural,100,0.0,N,2.42
C,0,2023-10-16,House,Mid-Terrace,1950-1966,78.0,4.0,Mains gas,More Than Typical,Insulated,<100 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.5
D,1,2023-10-16,Flat,Mid-Terrace,before 1900,77.0,3.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Full double glazing,Gas boiler,38.0,natural,100,0.0,N,2.69
D,1,2023-10-16,Flat,Mid-Terrace,before 1900,96.0,3.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Single glazing,Gas boiler,50.0,natural,100,0.0,N,2.82
C,0,2023-10-16,Maisonette,End-Terrace,1976-1982,79.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,89.0,natural,100,0.0,N,2.36
C,0,2023-10-16,Flat,Enclosed Mid-Terrace,1967-1975,46.0,2.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric storage heaters,14.0,natural,100,0.0,N,2.31
C,0,2023-10-16,House,End-Terrace,1950-1966,76.0,4.0,Mains gas,More Than Typical,Insulated,100-199 mm,Full double glazing,Gas boiler,83.0,natural,100,0.0,N,2.3
D,1,2023-10-16,House,Mid-Terrace,1950-1966,83.0,5.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.52
D,1,2023-10-16,Flat,Semi-Detached,1967-1975,46.0,2.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric storage heaters,57.0,natural,100,0.0,N,2.32
C,0,2023-10-16,Flat,Semi-Detached,1967-1975,59.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,29.0,natural,100,0.0,N,2.38
C,0,2023-10-16,House,End-Terrace,1950-1966,91.0,4.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,75.0,natural,100,0.0,N,2.43
B,0,2023-10-16,House,Detached,1976-1982,101.0,6.0,Mains gas,Much More Than Typical,Partial/limited insulation,200-299 mm,Partial/mostly double glazing,Gas boiler,100.0,natural,100,,N,2.3
C,0,2023-10-16,House,Mid-Terrace,1950-1966,77.0,4.0,Mains gas,More Than Typical,Insulated,100-199 mm,Full double glazing,Gas boiler,50.0,natural,100,0.0,N,2.41
C,0,2023-10-16,House,Mid-Terrace,1983-1990,79.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.32
C,0,2023-10-16,Flat,Detached,1967-1975,65.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Partial/mostly double glazing,Gas boiler,63.0,natural,100,0.0,N,2.43
B,0,2023-10-16,Flat,Mid-Terrace,2003-2006,79.0,1.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.31
C,0,2023-10-17,House,Semi-Detached,1950-1966,76.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.45
D,1,2023-10-17,Flat,Mid-Terrace,1950-1966,29.0,1.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric room/resistance heating,100.0,natural,100,0.0,N,2.33
C,0,2023-10-17,Bungalow,Detached,1991-1995,139.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.39
C,0,2023-10-17,Flat,Mid-Terrace,2003-2006,74.0,3.0,Electricity,Normal,Insulated,No exposed roof / premises above,Single glazing,Electric room/resistance heating,100.0,natural,100,0.0,N,2.4
D,1,2023-10-17,House,Semi-Detached,1950-1966,83.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.43
C,0,2023-10-17,House,End-Terrace,1950-1966,66.0,5.0,Electricity,Normal,Insulated,300+ mm,Full double glazing,Heat pump,100.0,natural,100,72.0,N,2.44
D,1,2023-10-17,House,Mid-Terrace,before 1900,72.0,4.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.5
C,0,2023-10-17,House,Mid-Terrace,before 1900,82.0,3.0,Mains gas,More Than Typical,No insulation,100-199 mm,Full double glazing,Gas boiler,75.0,natural,100,,N,2.7
D,1,2023-10-17,Maisonette,Mid-Terrace,1983-1990,51.0,2.0,Electricity,Much More Than Typical,Insulated,100-199 mm,Partial/mostly double glazing,Electric storage heaters,71.0,natural,100,0.0,N,2.28
B,0,2023-10-17,House,Mid-Terrace,2012 onwards,74.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.4
B,0,2023-10-17,Flat,Enclosed Mid-Terrace,2003-2006,50.0,2.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric storage heaters,50.0,natural,100,0.0,N,2.27
C,0,2023-10-17,Flat,Mid-Terrace,1991-1995,41.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,80.0,natural,100,0.0,N,2.36
C,0,2023-10-17,Flat,Detached,2012 onwards,75.0,,Electricity,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Electric room/resistance heating,100.0,Unknown,101,,Unknown,2.5
D,1,2023-10-17,House,Semi-Detached,1950-1966,87.0,5.0,Electricity,Normal,Insulated,200-299 mm,Full double glazing,Heat pump,80.0,natural,100,0.0,N,2.4
C,0,2023-10-17,Bungalow,Detached,2012 onwards,75.0,,Electricity,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Electric room/resistance heating,100.0,Unknown,101,,Unknown,2.4
C,0,2023-10-17,House,Semi-Detached,1950-1966,171.0,10.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.41
D,1,2023-10-17,Flat,Mid-Terrace,before 1900,43.0,2.0,Mains gas,Much More Than Typical,No insulation,No exposed roof / premises above,Full double glazing,Gas boiler,80.0,natural,100,0.0,N,2.77
C,0,2023-10-17,House,Mid-Terrace,1967-1975,70.0,4.0,Mains gas,Normal,Insulated,<100 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.36
C,0,2023-10-17,House,Mid-Terrace,1950-1966,83.0,4.0,Mains gas,More Than Typical,Insulated,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.48
E,1,2023-10-17,Bungalow,Detached,1950-1966,110.0,5.0,Electricity,Normal,Insulated,300+ mm,Full double glazing,Heat pump,0.0,natural,100,0.0,N,2.513
C,0,2023-10-17,Flat,Mid-Terrace,1950-1966,30.0,1.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric room/resistance heating,25.0,natural,100,0.0,N,2.31
B,0,2023-10-18,Flat,Semi-Detached,2012 onwards,76.0,,Unknown,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.4
C,0,2023-10-18,Bungalow,Semi-Detached,1930-1949,43.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.63
D,1,2023-10-18,Flat,Semi-Detached,1950-1966,49.0,2.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Full double glazing,Gas boiler,50.0,natural,100,0.0,N,2.5
B,0,2023-10-18,Maisonette,End-Terrace,2012 onwards,87.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,Full double glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.62
C,0,2023-10-18,Flat,Semi-Detached,1930-1949,42.0,2.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.49
D,1,2023-10-18,House,Mid-Terrace,before 1900,73.0,5.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,44.0,natural,100,0.0,N,2.66
B,0,2023-10-18,Flat,Semi-Detached,2012 onwards,83.0,,Unknown,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.72
E,1,2023-10-18,House,Mid-Terrace,1900-1929,61.0,6.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.79
D,1,2023-10-18,House,End-Terrace,1900-1929,62.0,4.0,Mains gas,Normal,No insulation,300+ mm,Full double glazing,Gas boiler,0.0,natural,100,0.0,N,2.48
D,1,2023-10-18,House,Mid-Terrace,before 1900,67.0,3.0,Mains gas,Normal,No insulation,200-299 mm,Secondary glazing,Gas boiler,100.0,natural,100,0.0,N,1.96
B,0,2023-10-18,Flat,Semi-Detached,2012 onwards,76.0,,Unknown,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.4
B,0,2023-10-18,Flat,Semi-Detached,2012 onwards,83.0,,Unknown,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.72
D,1,2023-10-18,Flat,Enclosed Mid-Terrace,1991-1995,29.0,1.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric room/resistance heating,100.0,natural,100,0.0,N,2.34
C,0,2023-10-18,House,Semi-Detached,1976-1982,83.0,6.0,Mains gas,Normal,Partial/limited insulation,300+ mm,Full double glazing,Gas boiler,20.0,natural,100,0.0,N,2.44
D,1,2023-10-18,House,Mid-Terrace,before 1900,65.0,4.0,Electricity,Normal,No insulation,200-299 mm,Single glazing,Heat pump,100.0,natural,100,0.0,N,2.5
C,0,2023-10-18,Flat,Detached,1967-1975,46.0,2.0,Gas - community,Normal,Insulated,100-199 mm,Full double glazing,Community heating,86.0,natural,100,0.0,N,2.35
B,0,2023-10-18,House,Mid-Terrace,2012 onwards,105.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.37
B,0,2023-10-18,House,Mid-Terrace,2012 onwards,105.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.37
B,0,2023-10-18,Flat,Semi-Detached,2012 onwards,77.0,,Unknown,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.4
B,0,2023-10-18,House,Semi-Detached,2012 onwards,77.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.32
B,0,2023-10-18,Flat,Semi-Detached,2012 onwards,49.0,,Unknown,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.4
D,1,2023-10-18,House,Mid-Terrace,before 1900,72.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,57.0,natural,100,0.0,N,2.61
B,0,2023-10-18,Flat,Semi-Detached,2012 onwards,84.0,,Unknown,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.4
B,0,2023-10-18,Flat,Semi-Detached,2012 onwards,78.0,,Unknown,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.72
C,0,2023-10-19,House,End-Terrace,2012 onwards,61.0,3.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.3
D,1,2023-10-19,Flat,End-Terrace,1996-2002,78.0,3.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric boiler,56.0,natural,100,0.0,N,2.4
D,1,2023-10-19,House,Mid-Terrace,before 1900,89.0,6.0,Mains gas,Normal,No insulation,Insulated - unspecified,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.61
C,0,2023-10-19,Flat,Detached,1967-1975,48.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.37
C,0,2023-10-19,Flat,Mid-Terrace,2012 onwards,50.0,2.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric room/resistance heating,100.0,natural,100,0.0,N,2.36
C,0,2023-10-19,House,End-Terrace,1950-1966,93.0,4.0,Mains gas,More Than Typical,Insulated,200-299 mm,Full double glazing,Gas boiler,10.0,natural,100,0.0,N,2.36
C,0,2023-10-19,House,Semi-Detached,1950-1966,94.0,5.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.34
F,1,2023-10-19,House,Detached,1900-1929,146.0,5.0,Electricity,Normal,No insulation,300+ mm,Full double glazing,Heat pump,83.0,natural,100,0.0,N,2.55
C,0,2023-10-19,Flat,Mid-Terrace,1983-1990,72.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.3
D,1,2023-10-19,House,Mid-Terrace,before 1900,98.0,6.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,1.5
B,0,2023-10-19,Flat,End-Terrace,2007-2011,71.0,3.0,Gas - community,Normal,Insulated,No exposed roof / premises above,Full double glazing,Community heating,100.0,natural,100,0.0,N,2.35
E,1,2023-10-19,House,End-Terrace,before 1900,82.0,6.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.14
C,0,2023-10-20,House,Semi-Detached,1930-1949,71.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.46
D,1,2023-10-20,House,Semi-Detached,1930-1949,96.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.48
D,1,2023-10-20,House,End-Terrace,1930-1949,68.0,4.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,89.0,natural,100,0.0,N,2.47
D,1,2023-10-21,House,End-Terrace,1950-1966,62.0,3.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,70.0,natural,100,0.0,N,2.39
C,0,2023-10-22,House,Semi-Detached,2003-2006,58.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.29
C,0,2023-10-22,Maisonette,Mid-Terrace,1967-1975,74.0,4.0,Mains gas,More Than Typical,No insulation,Insulated - unspecified,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.39
C,0,2023-10-23,Bungalow,Detached,1950-1966,61.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.38
C,0,2023-10-23,House,Mid-Terrace,1967-1975,94.0,5.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
C,0,2023-10-23,House,Mid-Terrace,1967-1975,77.0,4.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.33
C,0,2023-10-23,Flat,Mid-Terrace,1967-1975,33.0,2.0,Mains gas,Normal,Partial/limited insulation,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.2
C,0,2023-10-23,Flat,Semi-Detached,1967-1975,41.0,2.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,83.0,natural,100,0.0,N,2.45
C,0,2023-10-23,House,Mid-Terrace,1996-2002,138.0,5.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,84.0,natural,100,0.0,N,2.38
D,1,2023-10-23,House,Mid-Terrace,1900-1929,69.0,5.0,Mains gas,Normal,No insulation,300+ mm,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.61
C,0,2023-10-23,House,Semi-Detached,1950-1966,83.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Partial/mostly double glazing,Gas boiler,50.0,natural,100,0.0,N,2.44
D,1,2023-10-24,Flat,Mid-Terrace,1967-1975,81.0,5.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric room/resistance heating,100.0,natural,100,0.0,N,2.41
D,1,2023-10-24,Flat,Mid-Terrace,1967-1975,35.0,1.0,Electricity,Normal,No insulation,Limited insulation,Full double glazing,Electric storage heaters,100.0,natural,100,0.0,N,3.02
C,0,2023-10-24,Bungalow,Detached,2012 onwards,94.0,,Electricity,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Electric room/resistance heating,100.0,Unknown,101,,Unknown,2.4
C,0,2023-10-24,Bungalow,Detached,2012 onwards,95.0,,Electricity,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Electric room/resistance heating,100.0,Unknown,101,,Unknown,2.4
C,0,2023-10-24,Flat,Semi-Detached,1976-1982,48.0,2.0,Mains gas,Normal,Partial/limited insulation,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.34
D,1,2023-10-24,House,Mid-Terrace,1900-1929,82.0,6.0,Mains gas,More Than Typical,No insulation,200-299 mm,Full double glazing,Gas boiler,89.0,natural,100,0.0,N,2.52
D,1,2023-10-24,Flat,Semi-Detached,1976-1982,48.0,2.0,Mains gas,Normal,Partial/limited insulation,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.34
C,0,2023-10-25,House,End-Terrace,1950-1966,83.0,5.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,91.0,natural,100,0.0,N,2.44
D,1,2023-10-25,Bungalow,Mid-Terrace,1983-1990,45.0,2.0,Gas - community,Normal,Insulated,200-299 mm,Full double glazing,Community heating,60.0,natural,100,0.0,N,2.32
D,1,2023-10-25,Flat,Mid-Terrace,1967-1975,61.0,3.0,Mains gas,Normal,Insulated,Limited insulation,Full double glazing,Gas boiler,83.0,natural,100,0.0,N,2.4
D,1,2023-10-25,Flat,Semi-Detached,1967-1975,65.0,3.0,Gas - community,Normal,Insulated,No exposed roof / premises above,Full double glazing,Community heating,38.0,"mechanical, supply and extract",100,0.0,N,2.44
D,1,2023-10-25,House,Mid-Terrace,1900-1929,69.0,4.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,89.0,natural,100,0.0,N,2.54
