CURRENT_ENERGY_RATING,below_c,LODGEMENT_DATE,PROPERTY_TYPE,BUILT_FORM,AGE_BAND_CLEAN,TOTAL_FLOOR_AREA,NUMBER_HABITABLE_ROOMS,MAIN_FUEL_CAT,GLAZED_AREA,WALL_CATEGORY,ROOF_CATEGORY,WINDOW_CATEGORY,HEATING_CATEGORY,LOW_ENERGY_LIGHTING,MECHANICAL_VENTILATION,REPORT_TYPE,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,FLOOR_HEIGHT
D,1,2023-10-25,Flat,End-Terrace,1950-1966,56.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.37
B,0,2023-10-25,Flat,Semi-Detached,2012 onwards,76.0,,Unknown,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.4
C,0,2023-10-25,Flat,Semi-Detached,before 1900,21.0,1.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
D,1,2023-10-25,House,Semi-Detached,1976-1982,83.0,4.0,Mains gas,Normal,Partial/limited insulation,Limited insulation,Full double glazing,Gas boiler,89.0,natural,100,0.0,N,2.28
C,0,2023-10-25,Flat,End-Terrace,1991-1995,42.0,2.0,Gas - community,Normal,Insulated,Insulated - unspecified,Full double glazing,Community heating,100.0,natural,100,0.0,N,2.32
C,0,2023-10-25,Flat,Detached,1967-1975,73.0,3.0,Gas - community,Normal,Insulated,No exposed roof / premises above,Full double glazing,Community heating,100.0,natural,100,0.0,N,2.39
C,0,2023-10-25,House,Detached,1950-1966,165.0,7.0,Mains gas,Normal,Insulated,Insulated - unspecified,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
D,1,2023-10-25,House,Semi-Detached,1950-1966,83.0,5.0,Mains gas,More Than Typical,No insulation,300+ mm,Full double glazing,Gas boiler,91.0,natural,100,0.0,N,2.4
B,0,2023-10-25,Flat,Semi-Detached,2012 onwards,76.0,,Unknown,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.4
D,1,2023-10-25,Bungalow,Mid-Terrace,1976-1982,45.0,2.0,Gas - community,Normal,Partial/limited insulation,200-299 mm,Full double glazing,Community heating,80.0,natural,100,0.0,N,2.34
C,0,2023-10-25,Flat,End-Terrace,1967-1975,51.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.31
C,0,2023-10-25,House,Mid-Terrace,2003-2006,192.0,6.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
C,0,2023-10-25,House,Mid-Terrace,1983-1990,81.0,3.0,Mains gas,Normal,Insulated,Insulated - unspecified,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
D,1,2023-10-25,House,Detached,1991-1995,90.0,5.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,29.0,natural,100,0.0,N,2.3
C,0,2023-10-25,House,Mid-Terrace,2003-2006,85.0,6.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.51
C,0,2023-10-25,House,Mid-Terrace,1967-1975,107.0,4.0,Mains gas,Normal,Insulated,Limited insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.35
D,1,2023-10-25,House,End-Terrace,before 1900,72.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.6
D,1,2023-10-25,Flat,Semi-Detached,before 1900,23.0,1.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.39
C,0,2023-10-25,Flat,Semi-Detached,1976-1982,46.0,2.0,Gas - community,Normal,Insulated,300+ mm,Full double glazing,Community heating,100.0,natural,100,0.0,N,2.39
B,0,2023-10-25,Flat,Semi-Detached,2012 onwards,77.0,,Unknown,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.4
B,0,2023-10-25,Flat,Semi-Detached,2012 onwards,78.0,,Unknown,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.72
D,1,2023-10-25,House,Mid-Terrace,before 1900,77.0,4.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.48
D,1,2023-10-26,House,Mid-Terrace,before 1900,72.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.67
E,1,2023-10-26,House,Semi-Detached,1930-1949,85.0,5.0,Electricity,Normal,No insulation,100-199 mm,Full double glazing,Electric storage heaters,20.0,natural,100,0.0,N,2.48
C,0,2023-10-26,House,Mid-Terrace,1900-1929,69.0,5.0,Mains gas,More Than Typical,No insulation,200-299 mm,Partial/mostly double glazing,Gas boiler,25.0,natural,100,,N,2.41
C,0,2023-10-26,House,Semi-Detached,1967-1975,66.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.34
E,1,2023-10-26,House,Detached,before 1900,160.0,7.0,Mains gas,Normal,No insulation,No insulation,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.41
G,1,2023-10-26,House,Semi-Detached,before 1900,96.0,5.0,Solid fuel/biomass,Normal,No insulation,No insulation,Single glazing,Oil heating,0.0,natural,100,0.0,N,2.61
C,0,2023-10-26,House,Detached,1991-1995,79.0,6.0,Mains gas,Normal,Insulated,<100 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.26
D,1,2023-10-26,House,Semi-Detached,1900-1929,87.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,91.0,natural,100,0.0,N,2.58
C,0,2023-10-26,House,Mid-Terrace,before 1900,85.0,5.0,Mains gas,Normal,No insulation,200-299 mm,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.6
D,1,2023-10-26,House,Mid-Terrace,before 1900,65.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.61
B,0,2023-10-26,House,End-Terrace,2012 onwards,105.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,Full double glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.37
C,0,2023-10-26,House,Mid-Terrace,1950-1966,103.0,6.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.46
C,0,2023-10-27,Flat,Mid-Terrace,1900-1929,43.0,2.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Secondary glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
D,1,2023-10-27,Flat,Detached,1967-1975,53.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,67.0,natural,100,0.0,N,2.45
C,0,2023-10-27,House,Mid-Terrace,1900-1929,65.0,5.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
C,0,2023-10-27,House,End-Terrace,1930-1949,71.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.51
B,0,2023-10-27,Flat,Semi-Detached,2012 onwards,42.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.31
B,0,2023-10-27,House,Detached,1930-1949,114.0,5.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,60.0,N,2.48
C,0,2023-10-27,Maisonette,Mid-Terrace,1950-1966,76.0,4.0,Mains gas,Normal,Insulated,No insulation,Full double glazing,Gas boiler,20.0,natural,100,0.0,N,2.36
B,0,2023-10-27,Flat,Semi-Detached,2012 onwards,42.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.4
C,0,2023-10-27,Flat,Semi-Detached,1976-1982,48.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,17.0,natural,100,0.0,N,2.41
C,0,2023-10-27,House,Semi-Detached,1930-1949,75.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.51
D,1,2023-10-27,House,Mid-Terrace,1900-1929,79.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.55
C,0,2023-10-27,Flat,Mid-Terrace,1967-1975,65.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,0.0,natural,100,0.0,N,2.42
C,0,2023-10-27,House,Semi-Detached,2003-2006,59.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.37
C,0,2023-10-28,House,Semi-Detached,1976-1982,83.0,4.0,Mains gas,Normal,Insulated,Limited insulation,Full double glazing,Gas boiler,90.0,natural,100,0.0,N,2.43
C,0,2023-10-28,Flat,Mid-Terrace,2007-2011,49.0,3.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric room/resistance heating,100.0,natural,100,0.0,N,2.28
D,1,2023-10-28,House,End-Terrace,1900-1929,63.0,5.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,82.0,natural,100,0.0,N,2.48
D,1,2023-10-28,Maisonette,Mid-Terrace,1967-1975,73.0,2.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.49
B,0,2023-10-30,House,End-Terrace,2012 onwards,74.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.4
C,0,2023-10-30,House,Mid-Terrace,1950-1966,76.0,4.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,60.0,natural,100,0.0,N,2.3
C,0,2023-10-30,House,Mid-Terrace,before 1900,55.0,4.0,Mains gas,Normal,No insulation,Insulated - unspecified,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.43
C,0,2023-10-30,Flat,Semi-Detached,1930-1949,36.0,2.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,17.0,natural,100,0.0,N,2.45
D,1,2023-10-30,Bungalow,Mid-Terrace,1983-1990,47.0,2.0,Gas - community,Normal,Insulated,200-299 mm,Full double glazing,Community heating,60.0,natural,100,0.0,N,2.33
C,0,2023-10-30,House,Semi-Detached,1996-2002,106.0,3.0,Mains gas,Normal,Insulated,Insulated - unspecified,Full double glazing,Gas boiler,93.0,natural,100,0.0,N,2.35
D,1,2023-10-30,House,Mid-Terrace,before 1900,74.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,86.0,natural,100,0.0,N,2.55
B,0,2023-10-30,House,Detached,2012 onwards,134.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.32
D,1,2023-10-30,Flat,End-Terrace,2007-2011,59.0,2.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric room/resistance heating,63.0,natural,100,0.0,N,2.29
B,0,2023-10-30,House,Semi-Detached,2012 onwards,50.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.33
D,1,2023-10-30,Maisonette,End-Terrace,1950-1966,74.0,4.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Full double glazing,Gas boiler,25.0,natural,100,0.0,N,2.46
D,1,2023-10-30,Flat,Semi-Detached,1983-1990,54.0,3.0,Electricity,Normal,Insulated,Insulated - unspecified,Full double glazing,Electric room/resistance heating,100.0,natural,100,0.0,N,2.38
C,0,2023-10-30,Flat,Mid-Terrace,2012 onwards,67.0,2.0,Gas - community,Normal,Insulated,No exposed roof / premises above,Full double glazing,Community heating,100.0,natural,100,0.0,N,2.36
C,0,2023-10-30,House,Mid-Terrace,before 1900,68.0,5.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,75.0,natural,100,0.0,N,2.61
B,0,2023-10-30,House,Mid-Terrace,2012 onwards,80.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.33
C,0,2023-10-30,House,Mid-Terrace,1950-1966,76.0,4.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,90.0,natural,100,0.0,N,2.3
D,1,2023-10-30,House,End-Terrace,1950-1966,76.0,4.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.31
C,0,2023-10-30,Flat,End-Terrace,1976-1982,43.0,2.0,Mains gas,Normal,Partial/limited insulation,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.36
D,1,2023-10-30,Bungalow,Detached,1967-1975,73.0,3.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.32
B,0,2023-10-31,Flat,Mid-Terrace,2007-2011,61.0,3.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Heat pump,42.0,natural,100,0.0,N,2.26
C,0,2023-10-31,House,Mid-Terrace,1950-1966,76.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.3
B,0,2023-10-31,House,Detached,2012 onwards,126.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.33
D,1,2023-10-31,House,Mid-Terrace,before 1900,73.0,4.0,Mains gas,Normal,No insulation,200-299 mm,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.6
C,0,2023-10-31,House,Mid-Terrace,1950-1966,76.0,4.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.3
C,0,2023-10-31,Flat,Detached,1967-1975,57.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.5
C,0,2023-10-31,House,Detached,1950-1966,141.0,6.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.49
B,0,2023-10-31,House,Semi-Detached,2012 onwards,102.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.3
D,1,2023-10-31,Flat,End-Terrace,1991-1995,42.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.32
C,0,2023-10-31,House,Mid-Terrace,1950-1966,81.0,4.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,91.0,natural,100,0.0,N,2.3
D,1,2023-10-31,House,Mid-Terrace,1900-1929,78.0,4.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.59
B,0,2023-10-31,House,Semi-Detached,2012 onwards,102.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.3
C,0,2023-11-01,House,Mid-Terrace,before 1900,66.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
C,0,2023-11-01,Flat,Detached,1930-1949,52.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,67.0,natural,100,0.0,N,2.51
C,0,2023-11-01,House,Mid-Terrace,1976-1982,86.0,4.0,Mains gas,Normal,Insulated,Limited insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.39
D,1,2023-11-01,House,Mid-Terrace,before 1900,74.0,4.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,38.0,natural,100,0.0,N,2.57
D,1,2023-11-01,House,Mid-Terrace,before 1900,86.0,6.0,Mains gas,Normal,No insulation,<100 mm,Single glazing,Gas boiler,50.0,natural,100,0.0,N,2.44
C,0,2023-11-01,Flat,Mid-Terrace,1930-1949,61.0,3.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,71.0,natural,100,0.0,N,2.46
D,1,2023-11-01,House,End-Terrace,1967-1975,89.0,4.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,85.0,natural,100,0.0,N,2.4
B,0,2023-11-01,Flat,Semi-Detached,2012 onwards,42.0,,Mains gas,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.31
B,0,2023-11-01,Flat,Semi-Detached,2012 onwards,42.0,,Mains gas,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.31
D,1,2023-11-01,House,Mid-Terrace,before 1900,73.0,4.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.56
C,0,2023-11-01,Flat,Detached,1976-1982,72.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,90.0,natural,100,0.0,N,2.32
D,1,2023-11-01,House,Mid-Terrace,before 1900,72.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
B,0,2023-11-01,Flat,Detached,2012 onwards,42.0,,Mains gas,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.31
D,1,2023-11-01,House,Semi-Detached,1930-1949,69.0,4.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,64.0,natural,100,0.0,N,2.5
B,0,2023-11-01,Bungalow,Semi-Detached,1976-1982,46.0,2.0,Gas - community,Normal,Partial/limited insulation,200-299 mm,Full double glazing,Community heating,80.0,natural,100,,N,2.36
B,0,2023-11-02,House,Mid-Terrace,2012 onwards,74.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.4
B,0,2023-11-02,Flat,Semi-Detached,2012 onwards,84.0,,Unknown,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.4
C,0,2023-11-02,Flat,Mid-Terrace,1976-1982,40.0,2.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.42
C,0,2023-11-02,Flat,End-Terrace,1976-1982,33.0,2.0,Mains gas,Normal,Partial/limited insulation,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
D,1,2023-11-02,House,Mid-Terrace,1900-1929,110.0,5.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,86.0,natural,100,0.0,N,2.45
C,0,2023-11-02,Flat,End-Terrace,1996-2002,46.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.36
E,1,2023-11-02,House,Detached,1950-1966,131.0,7.0,Mains gas,Normal,No insulation,100-199 mm,Single glazing,Gas boiler,82.0,natural,100,0.0,N,2.5
C,0,2023-11-02,House,Mid-Terrace,before 1900,72.0,5.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,67.0,natural,100,0.0,N,2.62
B,0,2023-11-02,Flat,Mid-Terrace,1996-2002,52.0,3.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric room/resistance heating,100.0,natural,100,0.0,N,2.35
B,0,2023-11-02,Flat,Semi-Detached,2012 onwards,83.0,,Unknown,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.72
B,0,2023-11-02,House,End-Terrace,2012 onwards,74.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.4
E,1,2023-11-02,Flat,Mid-Terrace,before 1900,35.0,2.0,Mains gas,Less Than Typical,No insulation,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.35
B,0,2023-11-02,Flat,Semi-Detached,2012 onwards,49.0,,Unknown,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.4
D,1,2023-11-02,House,End-Terrace,1967-1975,105.0,5.0,Mains gas,Normal,No insulation,Limited insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.28
C,0,2023-11-02,Flat,Semi-Detached,1996-2002,69.0,3.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric room/resistance heating,100.0,natural,100,0.0,N,2.3
B,0,2023-11-02,Flat,Semi-Detached,2012 onwards,78.0,,Unknown,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.72
C,0,2023-11-02,Flat,Mid-Terrace,1900-1929,29.0,1.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.32
C,0,2023-11-03,Flat,Enclosed Mid-Terrace,1991-1995,41.0,2.0,Electricity,More Than Typical,Insulated,No exposed roof / premises above,Full double glazing,Electric storage heaters,86.0,natural,100,0.0,N,2.33
C,0,2023-11-03,Flat,Enclosed End-Terrace,1991-1995,45.0,2.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric storage heaters,100.0,natural,100,0.0,N,2.31
C,0,2023-11-03,House,Mid-Terrace,1900-1929,76.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
D,1,2023-11-03,Flat,Enclosed End-Terrace,1991-1995,41.0,2.0,Electricity,More Than Typical,Insulated,No exposed roof / premises above,Full double glazing,Electric storage heaters,83.0,natural,100,0.0,N,2.32
D,1,2023-11-03,Flat,Semi-Detached,1983-1990,32.0,2.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric storage heaters,67.0,natural,100,0.0,N,2.34
D,1,2023-11-03,Flat,Semi-Detached,1900-1929,33.0,2.0,Mains gas,Normal,No insulation,200-299 mm,Single glazing,Gas boiler,100.0,natural,100,0.0,N,2.9
C,0,2023-11-03,Flat,Enclosed End-Terrace,1991-1995,45.0,2.0,Electricity,Normal,Insulated,200-299 mm,Full double glazing,Electric storage heaters,100.0,natural,100,0.0,N,2.2
C,0,2023-11-03,Flat,Enclosed End-Terrace,1991-1995,40.0,2.0,Electricity,More Than Typical,Insulated,No exposed roof / premises above,Full double glazing,Electric storage heaters,100.0,natural,100,0.0,N,2.34
B,0,2023-11-03,Flat,Enclosed Mid-Terrace,1991-1995,41.0,2.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric storage heaters,86.0,natural,100,0.0,N,2.33
